iter	MultiClass
201	0.1077473342
202	0.107646891
203	0.1075474326
204	0.1074342021
205	0.1073357519
206	0.1072177947
207	0.107119201
208	0.1070314754
209	0.1069312686
210	0.1068371083
211	0.1060163439
212	0.1059060802
213	0.1058175886
214	0.1057338786
215	0.1056356769
216	0.1055371029
217	0.1054427043
218	0.1053498842
219	0.1052578362
220	0.105168681
221	0.1050795259
222	0.1049940305
223	0.1049045928
224	0.1048145057
225	0.1047239839
226	0.1046355083
227	0.1045453538
228	0.1044509583
229	0.09956499333
230	0.09947493008
231	0.0993899649
232	0.09928781025
233	0.09920746755
234	0.09912243207
235	0.0990323537
236	0.09894560505
237	0.09884465438
238	0.09876179639
239	0.09869261699
240	0.09860768829
241	0.09852411338
242	0.09844367712
243	0.09835996614
244	0.09826868705
245	0.09818362818
246	0.09810774701
247	0.09802710274
248	0.09794328773
249	0.09786087871
250	0.09778283023
251	0.0977020242
252	0.09762250471
253	0.09752353824
254	0.09426888001
255	0.09419174471
256	0.09411645487
257	0.09403579087
258	0.0939594833
259	0.09387337004
260	0.09379240176
261	0.09369481895
262	0.09362116961
263	0.09354268879
264	0.09346835791
265	0.09338409231
266	0.09330974683
267	0.08935934785
268	0.08928469236
269	0.08920806373
270	0.08913454655
271	0.089055368
272	0.0889803522
273	0.08890170793
274	0.0888276932
275	0.08514242275
276	0.08505855894
277	0.08497934649
278	0.08490419752
279	0.08483380211
280	0.08420295289
281	0.08412701832
282	0.08405112647
283	0.0839806102
284	0.08390656878
285	0.08383347903
286	0.08375651414
287	0.08368482548
288	0.08360661753
289	0.08353761636
290	0.08347036874
291	0.08339380018
292	0.08331841957
293	0.08323340544
294	0.0831626586
295	0.0830886555
296	0.08301680655
297	0.08294790534
298	0.08287251025
299	0.0828010557
300	0.08273246168
301	0.08266776057
302	0.08259935514
303	0.08252569105
304	0.08244282273
305	0.08236942246
306	0.0822994081
307	0.08223005161
308	0.08217357748
309	0.08211314165
310	0.08204210858
311	0.08127109767
312	0.08120549217
313	0.0811376054
314	0.08009585477
315	0.08002396298
316	0.07495861166
317	0.07489043005
318	0.07482851371
319	0.07477098564
320	0.07469592003
321	0.07463295497
322	0.07457330082
323	0.07451558877
324	0.07446347962
325	0.07440703137
326	0.07435047599
327	0.07429419717
328	0.07423618603
329	0.07418291901
330	0.07222175125
331	0.07217028988
332	0.07211996172
333	0.07207202255
334	0.07202433874
335	0.07197246052
336	0.07192379274
337	0.07187999237
338	0.07181408559
339	0.07176278943
340	0.07171278932
341	0.07164725819
342	0.07160085072
343	0.0715562127
344	0.07151263898
345	0.07146373436
346	0.07142000352
347	0.07137091825
348	0.07132218458
349	0.07125749599
350	0.07120960565
351	0.07116298285
352	0.07111757898
353	0.071076527
354	0.0710342086
355	0.07098882796
356	0.0687471906
357	0.06870341307
358	0.06865721923
359	0.06861055526
360	0.06798994833
361	0.06794577482
362	0.0679075599
363	0.0678623621
364	0.06779836001
365	0.06775324627
366	0.06770690762
367	0.06766467743
368	0.06762063364
369	0.06757670603
370	0.06751895694
371	0.06745823119
372	0.06742484455
373	0.06738404924
374	0.06734088529
375	0.06728014371
376	0.06723441378
377	0.06717915176
378	0.06713523322
379	0.06709552895
380	0.06705358506
381	0.06700922129
382	0.0669661179
383	0.06693031731
384	0.06689352092
385	0.06685201947
386	0.06681394167
387	0.06677163403
388	0.06673229314
389	0.06669810972
390	0.06666119913
391	0.06660862315
392	0.06657303851
393	0.06653607121
394	0.06649775531
395	0.06645446005
396	0.06641659833
397	0.06637857839
398	0.06634180883
399	0.06630520674
400	0.06625054266
401	0.06620236052
402	0.06616277776
403	0.06422161685
404	0.06418018264
405	0.06412793215
406	0.06075131603
407	0.05834642448
408	0.05830910128
409	0.05825602023
410	0.05820902883
411	0.0581733669
412	0.05812687199
413	0.05808913729
414	0.05804530048
415	0.0580084731
416	0.05796032731
417	0.05792580042
418	0.05788765301
419	0.05785384498
420	0.05782058268
421	0.0577781071
422	0.0577422466
423	0.05770772609
424	0.05767420479
425	0.05764069102
426	0.05759952967
427	0.05756701535
428	0.05753300761
429	0.05614093942
430	0.05610874512
431	0.05555733124
432	0.05552061563
433	0.05548613169
434	0.05545193536
435	0.05541912393
436	0.05538563729
437	0.05534229363
438	0.05529883389
439	0.05526550857
440	0.05523321925
441	0.0552003124
442	0.05517067187
443	0.05514158577
444	0.05511016148
445	0.05507646898
446	0.05504445033
447	0.05501785899
448	0.05498701514
449	0.05495740191
450	0.05492744787
451	0.05489738293
452	0.05486865402
453	0.05483541578
454	0.05480624356
455	0.05477536628
456	0.05474368762
457	0.05357911686
458	0.05354969091
459	0.05290321037
460	0.05286620084
461	0.05283706153
462	0.05280947808
463	0.05278228563
464	0.05275561926
465	0.05272602034
466	0.05269854764
467	0.05267357575
468	0.0526479438
469	0.05262144697
470	0.05259906174
471	0.05257360392
472	0.05254632618
473	0.05252103582
474	0.05249428101
475	0.05246753064
476	0.05244171081
477	0.05241547994
478	0.05238924882
479	0.05236245536
480	0.05233526903
481	0.05231156959
482	0.05228597812
483	0.05226290955
484	0.05018742638
485	0.04984660222
486	0.04951418423
487	0.04948675047
488	0.04946028703
489	0.04943422456
490	0.04940828917
491	0.04938302118
492	0.04936054168
493	0.04740738936
494	0.04738509338
495	0.0473614527
496	0.04734235049
497	0.04732140871
498	0.04729681211
499	0.04646127173
500	0.04642771461
501	0.04640273822
502	0.0463716803
503	0.04634823972
504	0.04632703773
505	0.04630759592
506	0.04628483812
507	0.04626364316
508	0.04624013701
509	0.04621871367
510	0.04560937063
511	0.04557893383
512	0.04555604672
513	0.04553152521
514	0.04550045276
515	0.04547862976
516	0.04544929699
517	0.04542053097
518	0.04540009773
519	0.04537703781
520	0.04535563016
521	0.04533415537
522	0.04531160291
523	0.04529037698
524	0.04526791376
525	0.04524448727
526	0.04522133933
527	0.04519807208
528	0.04517602118
529	0.04514780216
530	0.04512448505
531	0.04510303893
532	0.04508242167
533	0.04505957949
534	0.04503922992
535	0.0450200388
536	0.04500002835
537	0.0449790258
538	0.04496173102
539	0.04494272369
540	0.04492171561
541	0.04490033886
542	0.04488035807
543	0.04485285012
544	0.04482945966
545	0.04480961405
546	0.04478948616
547	0.04476297231
548	0.0447434212
549	0.04472294763
550	0.04470197349
551	0.0446830055
552	0.04466274874
553	0.04464337425
554	0.04462372149
555	0.04432782422
556	0.04430670792
557	0.04428132021
558	0.04425999785
559	0.04424383106
560	0.04422311056
561	0.04420180172
562	0.04418328145
563	0.04416273138
564	0.04414488207
565	0.0441261984
566	0.044105519
567	0.04408651058
568	0.04406799121
569	0.04404845209
570	0.04402433462
571	0.04400743849
572	0.04398648654
573	0.04396745396
574	0.04394788777
575	0.04392686487
576	0.0439079118
577	0.04388940728
578	0.04387129003
579	0.04385399928
580	0.04383612158
581	0.04381805129
582	0.04379905516
583	0.04377702289
584	0.04376030631
585	0.04374242521
586	0.04372491624
587	0.0437065915
588	0.04278200669
589	0.04276298711
590	0.04274369599
591	0.04272441456
592	0.0427063949
593	0.04268163181
594	0.04171588942
595	0.04169680322
596	0.0416762367
597	0.04165775039
598	0.04163921212
599	0.04162257535
600	0.04160525252
601	0.0406283201
602	0.04060992045
603	0.04059088985
604	0.04057209475
605	0.04054808958
606	0.04052950076
607	0.04051327406
608	0.04049752851
609	0.04047409432
610	0.04045838066
611	0.04043973512
612	0.04042111846
613	0.04040236933
614	0.04038484716
615	0.04036645099
616	0.04034946762
617	0.04032629854
618	0.0403082052
619	0.04028508573
620	0.04026967062
621	0.04025275673
622	0.04023492429
623	0.04021920181
624	0.04020207264
625	0.04018673495
626	0.04016995811
627	0.03988462674
628	0.03986695276
629	0.03984445911
630	0.03982749842
631	0.03980971793
632	0.03978829162
633	0.03977068314
634	0.0397541156
635	0.03973444472
636	0.03971949642
637	0.03970197316
638	0.03968669875
639	0.03966951265
640	0.03965065016
641	0.03962917343
642	0.03961357686
643	0.03959219722
644	0.03957717995
645	0.03956001837
646	0.03953990312
647	0.03952362492
648	0.0395068348
649	0.03949066961
650	0.03947418481
651	0.03945710264
652	0.03944044024
653	0.03942611247
654	0.03941028975
655	0.03939400145
656	0.03937815661
657	0.03936174591
658	0.03934532392
659	0.03933121214
660	0.03931511365
661	0.03930012611
662	0.03928415608
663	0.03926424978
664	0.0392481796
665	0.03923420053
666	0.0392206084
667	0.03920511395
668	0.03918933042
669	0.03917376488
670	0.03915766863
671	0.03914265967
672	0.0391286509
673	0.03911306712
674	0.03909924387
675	0.03908343061
676	0.03906389221
677	0.0381652211
678	0.03815182307
679	0.03813669372
680	0.03812129186
681	0.03810125676
682	0.03808802275
683	0.03807274594
684	0.03805767669
685	0.03804267894
686	0.03802949695
687	0.03801573375
688	0.03800106242
689	0.03798524104
690	0.03654079154
691	0.03652745589
692	0.03651339992
693	0.03649979261
694	0.03648698422
695	0.03647382285
696	0.03645512158
697	0.03644107039
698	0.03642829466
699	0.03641608528
700	0.03640435141
701	0.0357204051
702	0.03570746557
703	0.03568915465
704	0.03567649328
705	0.03566347829
706	0.03565031776
707	0.03563324174
708	0.03561965846
709	0.03560579585
710	0.03558852608
711	0.03557119
712	0.03555863623
713	0.03554563286
714	0.03553236025
715	0.03551423226
716	0.03550173845
717	0.03548812109
718	0.0354770562
719	0.03546393814
720	0.03545276266
721	0.03544075136
722	0.03542782491
723	0.0354159224
724	0.03540021534
725	0.03538778807
726	0.03537488671
727	0.03441516758
728	0.03440524263
729	0.03438996837
730	0.03437869285
731	0.03436201961
732	0.03434696479
733	0.03433657045
734	0.03432492457
735	0.03431457497
736	0.03430155982
737	0.03429200052
738	0.03428296316
739	0.03427335251
740	0.03344597928
741	0.03343630822
742	0.03342497108
743	0.03341585418
744	0.03340091505
745	0.03338924275
746	0.03337724089
747	0.03336627911
748	0.03335510782
749	0.03334355683
750	0.03333216653
751	0.0333214574
752	0.0333099559
753	0.03329905816
754	0.03328857853
755	0.03327940849
756	0.03327050696
757	0.03325982904
758	0.03324793212
759	0.03323728874
760	0.03322709212
761	0.03321604577
762	0.03320485272
763	0.03319108936
764	0.03318059145
765	0.03317024159
766	0.03315530493
767	0.03314581978
768	0.03313523739
769	0.03312576342
770	0.03311514635
771	0.03310498855
772	0.03309631015
773	0.03308567638
774	0.03284022455
775	0.03283200643
776	0.03282236364
777	0.03220344813
778	0.03219296331
779	0.03218270733
780	0.03217293314
781	0.03216232877
782	0.03215157301
783	0.03214094937
784	0.03213058736
785	0.03212041541
786	0.03210736076
787	0.03209680558
788	0.0320882145
789	0.03207810278
790	0.03206740279
791	0.03205869598
792	0.03154373851
793	0.03153381382
794	0.0315238271
795	0.03151392404
796	0.03150471359
797	0.03149112937
798	0.0314789155
799	0.03146960028
800	0.03145660876
801	0.03144497057
802	0.03143456261
803	0.03142486655
804	0.03141483619
805	0.03140520898
806	0.03118053672
807	0.03117064081
808	0.03116006916
809	0.03115047803
810	0.03114152341
811	0.03112895643
812	0.03111855294
813	0.03088958983
814	0.03087927
815	0.0308694964
816	0.03085978657
817	0.03084916027
818	0.03083697076
819	0.03082696222
820	0.0308179693
821	0.03080778617
822	0.03079808008
823	0.03078781812
824	0.03077833841
825	0.03076837159
826	0.03075758542
827	0.03074691727
828	0.03073660879
829	0.03072812513
830	0.03071921772
831	0.03070934005
832	0.03070024766
833	0.03031013317
834	0.03030079554
835	0.03029127683
836	0.02966742786
837	0.0296578792
838	0.02964607081
839	0.02963725046
840	0.02962978412
841	0.02962021818
842	0.02961172215
843	0.02960296688
844	0.02959339443
845	0.02958377261
846	0.02957600039
847	0.02956648433
848	0.02955666039
849	0.0293724902
850	0.02936357438
851	0.02935532109
852	0.02934588802
853	0.02933696937
854	0.02932808766
855	0.02931942959
856	0.02931138237
857	0.02930313652
858	0.02929580258
859	0.02928595884
860	0.02927820241
861	0.02926683125
862	0.02925848201
863	0.0292492119
864	0.02924168428
865	0.02923258583
866	0.02922491674
867	0.0292162886
868	0.02920738843
869	0.02919866902
870	0.02919126548
871	0.0291825312
872	0.02917370317
873	0.02916515706
874	0.02915725166
875	0.0291480418
876	0.02914031874
877	0.02883475578
878	0.02882361874
879	0.02881575037
880	0.02880679653
881	0.02879801966
882	0.02878917352
883	0.02878122525
884	0.02877232294
885	0.02876469746
886	0.02875338243
887	0.02874473025
888	0.02873642408
889	0.02872786653
890	0.02872013406
891	0.02871147133
892	0.02870264502
893	0.02869510756
894	0.02868647726
895	0.02867791787
896	0.02866940376
897	0.0286602958
898	0.02864952962
899	0.02863729407
900	0.02863025393
901	0.02862171819
902	0.02861358608
903	0.02860518673
904	0.02859714349
905	0.02858791274
906	0.02857947304
907	0.02856895884
908	0.0276693447
909	0.02766222602
910	0.02765398109
911	0.02764646038
912	0.02763876158
913	0.02763052393
914	0.02762252444
915	0.0276140643
916	0.02760574551
917	0.02759572241
918	0.02758504452
919	0.02757829388
920	0.02757025216
921	0.02756427529
922	0.0275565963
923	0.02754849108
924	0.02754045873
925	0.02753047974
926	0.02752446718
927	0.02751479912
928	0.02750696394
929	0.02749595996
930	0.02748637403
931	0.02747894879
932	0.02747181416
933	0.02746444928
934	0.02732280672
935	0.02731494067
936	0.02730770777
937	0.02729963995
938	0.02729171245
939	0.02728506942
940	0.02727703668
941	0.02726907906
942	0.02726299785
943	0.02725506426
944	0.02724752878
945	0.0272400945
946	0.02636044507
947	0.02635078946
948	0.02634053858
949	0.02633300236
950	0.02632645526
951	0.02631901262
952	0.02631122891
953	0.02630407662
954	0.02629643079
955	0.02628852381
956	0.02628100805
957	0.02601319019
958	0.02600562437
959	0.02599567671
960	0.02598615768
961	0.02597895234
962	0.02597101545
963	0.02596330352
964	0.02595578208
965	0.02594788569
966	0.02594041388
967	0.02593339443
968	0.02592603766
969	0.02591811691
970	0.02590904089
971	0.02590211543
972	0.02589293511
973	0.02588550611
974	0.02587722254
975	0.02587142173
976	0.02586380816
977	0.02585596641
978	0.02584819532
979	0.02583929218
980	0.02583186907
981	0.0258244485
982	0.02581724755
983	0.02580976214
984	0.02580202975
985	0.02579420392
986	0.02578770968
987	0.02578022827
988	0.02577452118
989	0.02576789482
990	0.02576061007
991	0.02575330007
992	0.02574679124
993	0.02574025357
994	0.02573372509
995	0.02572411846
996	0.0257179202
997	0.0257117688
998	0.02570314108
999	0.02569561497
